id,text,parent_name,parent_id,uik_id,count_kprf_admins
4234021266935,Участковая избирательная комиссия №2308, ТИК Центральная г. Краснодара,4234021205616,2308,1
4234021266937,Участковая избирательная комиссия №2309, ТИК Центральная г. Краснодара,4234021205616,2309,1
4234021266939,Участковая избирательная комиссия №2310, ТИК Центральная г. Краснодара,4234021205616,2310,1
4234021266941,Участковая избирательная комиссия №2311, ТИК Центральная г. Краснодара,4234021205616,2311,1
4234021266943,Участковая избирательная комиссия №2312, ТИК Центральная г. Краснодара,4234021205616,2312,1
4234021266945,Участковая избирательная комиссия №2313, ТИК Центральная г. Краснодара,4234021205616,2313,1
4234021266947,Участковая избирательная комиссия №2314, ТИК Центральная г. Краснодара,4234021205616,2314,1
4234021266949,Участковая избирательная комиссия №2315, ТИК Центральная г. Краснодара,4234021205616,2315,1
4234021266951,Участковая избирательная комиссия №2316, ТИК Центральная г. Краснодара,4234021205616,2316,1
4234021266953,Участковая избирательная комиссия №2317, ТИК Центральная г. Краснодара,4234021205616,2317,1
4234021266955,Участковая избирательная комиссия №2318, ТИК Центральная г. Краснодара,4234021205616,2318,1
4234021266957,Участковая избирательная комиссия №2319, ТИК Центральная г. Краснодара,4234021205616,2319,1
4234021266959,Участковая избирательная комиссия №2320, ТИК Центральная г. Краснодара,4234021205616,2320,1
4234021266961,Участковая избирательная комиссия №2321, ТИК Центральная г. Краснодара,4234021205616,2321,1
4234021266963,Участковая избирательная комиссия №2322, ТИК Центральная г. Краснодара,4234021205616,2322,1
4234021266965,Участковая избирательная комиссия №2323, ТИК Центральная г. Краснодара,4234021205616,2323,1
4234021266966,Участковая избирательная комиссия №2324, ТИК Центральная г. Краснодара,4234021205616,2324,1
4234021266968,Участковая избирательная комиссия №2325, ТИК Центральная г. Краснодара,4234021205616,2325,1
4234021266970,Участковая избирательная комиссия №2326, ТИК Центральная г. Краснодара,4234021205616,2326,1
4234021266972,Участковая избирательная комиссия №2327, ТИК Центральная г. Краснодара,4234021205616,2327,1
4234021266974,Участковая избирательная комиссия №2328, ТИК Центральная г. Краснодара,4234021205616,2328,1
4234021266976,Участковая избирательная комиссия №2329, ТИК Центральная г. Краснодара,4234021205616,2329,1
4234021266978,Участковая избирательная комиссия №2330, ТИК Центральная г. Краснодара,4234021205616,2330,1
4234021266980,Участковая избирательная комиссия №2331, ТИК Центральная г. Краснодара,4234021205616,2331,1
4234021266982,Участковая избирательная комиссия №2332, ТИК Центральная г. Краснодара,4234021205616,2332,1
4234021266984,Участковая избирательная комиссия №2333, ТИК Центральная г. Краснодара,4234021205616,2333,1
4234021266986,Участковая избирательная комиссия №2334, ТИК Центральная г. Краснодара,4234021205616,2334,1
4234021266988,Участковая избирательная комиссия №2335, ТИК Центральная г. Краснодара,4234021205616,2335,1
4234021266990,Участковая избирательная комиссия №2336, ТИК Центральная г. Краснодара,4234021205616,2336,1
4234021266992,Участковая избирательная комиссия №2337, ТИК Центральная г. Краснодара,4234021205616,2337,1
4234021266994,Участковая избирательная комиссия №2338, ТИК Центральная г. Краснодара,4234021205616,2338,1
4234021266996,Участковая избирательная комиссия №2339, ТИК Центральная г. Краснодара,4234021205616,2339,1
4234021266998,Участковая избирательная комиссия №2340, ТИК Центральная г. Краснодара,4234021205616,2340,1
4234021267000,Участковая избирательная комиссия №2341, ТИК Центральная г. Краснодара,4234021205616,2341,1
4234021267002,Участковая избирательная комиссия №2342, ТИК Центральная г. Краснодара,4234021205616,2342,1
4234021267004,Участковая избирательная комиссия №2343, ТИК Центральная г. Краснодара,4234021205616,2343,1
4234021267006,Участковая избирательная комиссия №2344, ТИК Центральная г. Краснодара,4234021205616,2344,1
4234021267008,Участковая избирательная комиссия №2345, ТИК Центральная г. Краснодара,4234021205616,2345,1
4234021267010,Участковая избирательная комиссия №2346, ТИК Центральная г. Краснодара,4234021205616,2346,1
4234021267012,Участковая избирательная комиссия №2347, ТИК Центральная г. Краснодара,4234021205616,2347,1
4234021267014,Участковая избирательная комиссия №2348, ТИК Центральная г. Краснодара,4234021205616,2348,1
4234021267016,Участковая избирательная комиссия №2349, ТИК Центральная г. Краснодара,4234021205616,2349,1
4234021267018,Участковая избирательная комиссия №2350, ТИК Центральная г. Краснодара,4234021205616,2350,1
4234021267020,Участковая избирательная комиссия №2351, ТИК Центральная г. Краснодара,4234021205616,2351,1
4234021267022,Участковая избирательная комиссия №2352, ТИК Центральная г. Краснодара,4234021205616,2352,1
4234021267024,Участковая избирательная комиссия №2353, ТИК Центральная г. Краснодара,4234021205616,2353,1
4234021267026,Участковая избирательная комиссия №2354, ТИК Центральная г. Краснодара,4234021205616,2354,1
4234021267028,Участковая избирательная комиссия №2355, ТИК Центральная г. Краснодара,4234021205616,2355,1
4234021267030,Участковая избирательная комиссия №2356, ТИК Центральная г. Краснодара,4234021205616,2356,1
